appId,m0_0,m0_1,m0_2,m0_3,m0_4,m0_5,m0_6,extraB0,m1_0,m1_1,m1_2,m1_3,m1_4,m1_5,m1_6,extraB1,m2_0,m2_1,m2_2,m2_3,m2_4,m2_5,m2_6,extraB2,m3_0,m3_1,m3_2,m3_3,m3_4,m3_5,m3_6,extraB3,m4_0,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,extraB4,m5_0,m5_1,m5_2,m5_3,m5_4,m5_5,m5_6,extraB5,m6_0,m6_1,m6_2,m6_3,m6_4,m6_5,m6_6,extraB6,delta_bw
NHANES,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0000432840817028,8.644848208444583e-07,1.4182807253104485e-05,1.0372802055101771e-06,0.0005050675724683,,-0.0844332851189076,0.0,-0.0001347952279078,1.0000528586960722,-0.0002759782978646,-3.1909243058375053e-06,0.0003316927329978,,-0.0564747323209928,0.0,0.071278374825971,0.0110391529026454,-0.0133257958790695,0.0044840801634381,-0.0027811625413047,,0.0443761001207025,0.0,-0.0653962827110143,-0.0122010081709201,-0.3254675626299469,0.3191024768651748,-0.2811390846856453,,53.090114625451086,0.0,-0.0432944886956893,-0.0018238902942423,0.9851194025120596,-0.0010587911297226,0.000663897069308,,0.2093756116929155,,,,,,,,,51.87004424572019
AirQuality,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.9999999948146696,2.5073083489860606e-09,6.810402095216083e-10,-5.783329505854403e-07,-1.5155596023229608e-07,,4.343216133406713e-07,0.0,-1.4615545748991258e-08,0.9999999780632424,-1.6263852528590191e-10,-7.706940734722667e-08,1.4184222379036316e-08,,2.677883756518895e-06,0.0,-5.663651226907569e-06,2.170194364962598e-06,0.999999993892583,0.0001148552449735,2.570598559286276e-07,,-0.0001647592675908,0.0,-2.2590756886996704e-10,-3.5420717717215405e-10,6.323427977599015e-12,0.9999999405949884,-5.997996230999119e-09,,1.607000084113963e-07,0.0,-2.323348826131509e-07,0.0213201141525104,-0.0006769237980789,-0.0488172283401379,-0.700885209707384,,1019.364662975618,,,,,,,,,-1829.4497297236128
